,IDENTIFICATION,PLAYER_DETAIL,POSITIONS,HEIGHT,WEIGHT,SALARY,FIRST_YEAR
2720,75441,조영훈_1982년 11월 12일,(좌투좌타),185cm,90kg,0,05삼성
2721,75442,손승현_1982년 07월 08일,포수(우투우타),185cm,92kg,0,09넥센
2722,75443,하리칼라_1971년 07월 15일,투수(우투우타),188cm,85kg,0,0
2723,75444,해크먼_1974년 10월 06일,투수(우투우타),194cm,89kg,0,0
2724,75458,강유삼_1981년 07월 25일,투수(우투우타),190cm,100kg,0,0
2725,75461,김명규_1981년 03월 03일,내야수(우투우타),178cm,71kg,0,0
2726,75462,최재현_1986년 03월 23일,외야수(좌투좌타),175cm,75kg,0,0
2727,75464,박성훈_1982년 09월 19일,투수(좌투좌타),188cm,97kg,0,05삼성
2728,75465,박병일_1985년 06월 27일,투수(우투우타),177cm,83kg,0,0
2729,75500,코야마_1970년 08월 28일,(우투우타),168cm,75kg,0,10삼성코치
2730,75504,김진석_1986년 03월 29일,내야수(우투우타),177cm,67kg,0,0
2731,75523,최혁권_1985년 01월 16일,투수(좌투좌타),183cm,75kg,0,0
2732,75537,조정훈_1985년 05월 03일,투수(우투우타),189cm,104kg,0,05롯데
2733,75539,이재율_1986년 05월 28일,투수(우언우타),177cm,81kg,0,0
2734,75551,펠로우_1973년 08월 28일,외야수(우투우타),184cm,95kg,0,0
2735,75553,문왕식_1982년 08월 11일,투수(좌투좌타),178cm,88kg,0,0
2736,75554,이동훈_1981년 12월 25일,(우투우타),174cm,88kg,0,0
2737,75560,김범석_1982년 10월 04일,내야수(우투좌타),177cm,79kg,0,0
2738,75563,황준영_1982년 03월 11일,내야수(우투우타),178cm,83kg,0,0
2739,75566,이원석_1986년 10월 21일,내야수(우투우타),182cm,82kg,30000만원,05롯데
2740,75567,윤현기_1985년 06월 26일,내야수(우투우타),175cm,70kg,0,0
2741,75570,이종우_1982년 04월 27일,투수(우투우타),187cm,95kg,0,0
2742,75571,이준휘_1986년 10월 30일,투수(우투우타),184cm,83kg,0,0
2743,75580,카토_1949년 12월 20일,(우투우타),175cm,78kg,0,0
2744,75608,최훈락_1982년 05월 12일,(좌투좌타),189cm,82kg,0,05KIA
2745,75612,송산_1982년 07월 02일,포수(우투우타),180cm,86kg,0,05KIA
2746,75613,이기남_1981년 06월 04일,투수(좌투좌타),175cm,75kg,0,0
2747,75620,윤석민_1986년 07월 24일,투수(우투우타),185cm,90kg,0,05KIA
2748,75635,이범석_1985년 12월 29일,투수(우투우타),180cm,74kg,0,05KIA
2749,75640,백정훈_1982년 06월 24일,포수(우투우타),180cm,86kg,0,0
2750,75648,임성민_1982년 06월 18일,외야수(우투우타),186cm,85kg,0,0
2751,75653,블랭크_1976년 04월 05일,투수(좌투좌타),187cm,85kg,0,0
2752,75659,그레이싱어_1975년 07월 29일,투수(우투우타),190cm,90kg,0,0
2753,75662,김정수_1986년 03월 15일,내야수(좌투좌타),187cm,95kg,0,0
2754,75663,차정민_1982년 11월 23일,투수(우언우타),181cm,82kg,0,05KIA
2755,75668,곽정철_1986년 03월 14일,(우투우타),186cm,97kg,0,05KIA
2756,75705,백승룡_1982년 08월 16일,(우투우타),180cm,83kg,0,05한화
2757,75706,전현태_1986년 07월 09일,내야수(우투좌타),184cm,90kg,0,05한화
2758,75728,윤현민_1985년 04월 15일,외야수(우투양타),184cm,82kg,0,0
2759,75730,윤근영_1986년 05월 07일,투수(좌투좌타),185cm,89kg,0,05한화
2760,75734,스미스_1970년 05월 07일,외야수(우투우타),188cm,100kg,0,0
2761,75736,오재필_1982년 07월 27일,외야수(우투우타),181cm,83kg,0,05한화
2762,75739,김동영_1985년 04월 02일,외야수(우투좌타),180cm,78kg,0,0
2763,75750,양훈_1986년 05월 29일,투수(우투우타),192cm,103kg,0,05한화
2764,75757,조태훈_1982년 10월 12일,투수(우투우타),183cm,80kg,0,0
2765,75762,정희상_1982년 08월 13일,외야수(우투좌타),183cm,85kg,0,0
2766,75763,서민욱_1982년 01월 09일,투수(우언우타),187cm,90kg,0,0
2767,75764,문형천_1982년 10월 12일,투수(우투우타),186cm,78kg,0,0
2768,75799,조성민_1973년 04월 05일,(우투우타),194cm,110kg,0,0
2769,75804,원태진_1985년 05월 18일,내야수(우투우타),182cm,80kg,0,0
2770,75808,정근우_1982년 10월 02일,내야수(우투우타),172cm,80kg,35000만원,05SK
2771,75819,최준원_1982년 05월 17일,투수(좌투좌타),180cm,75kg,0,0
2772,75828,크루즈_1972년 09월 13일,투수(우투우타),184cm,84kg,0,0
2773,75830,차바치_1977년 09월 05일,투수(우투우타),188cm,99kg,0,0
2774,75831,산체스_1974년 10월 11일,투수(좌투좌타),179cm,80kg,0,0
2775,75832,김동규_1986년 06월 15일,내야수(우투좌타),180cm,78kg,0,0
2776,75843,권덕준_1987년 01월 20일,투수(우투우타),177cm,75kg,0,0
2777,75847,최정_1987년 02월 28일,내야수(우투우타),180cm,90kg,120000만원,05SK
2778,75848,장찬_1985년 06월 12일,투수(우투우타),183cm,75kg,0,0
2779,75852,김선규_1986년 04월 20일,투수(우언우타),185cm,94kg,0,05SK
2780,75853,전준호_1986년 07월 23일,투수(우투우타),183cm,73kg,0,05SK
2781,75859,김태환_1985년 03월 30일,투수(우투우타),182cm,79kg,0,0
2782,75861,홍성수_1982년 02월 05일,투수(우투우타),186cm,83kg,0,0
2783,75867,김진성_1985년 03월 07일,투수(우투우타),186cm,92kg,16000만원,05SK
2784,76100,이병규_1983년 10월 09일,외야수(좌투좌타),178cm,90kg,5000만원,06LG
2785,76118,원종현_1987년 07월 31일,투수(우언우타),182cm,83kg,26000만원,06LG
2786,76119,김기표_1983년 04월 25일,투수(우언우타),185cm,84kg,0,06LG
2787,76120,베로커_1977년 08월 06일,투수(우투우타),193cm,110kg,0,0
2788,76140,신창호_1987년 03월 18일,투수(우투우타),180cm,97kg,0,06LG
2789,76146,윤동건_1987년 03월 04일,투수(우투우타),178cm,85kg,0,0
2790,76154,텔레마코_1974년 01월 19일,투수(우투우타),184cm,100kg,0,0
2791,76156,아이바_1972년 05월 04일,투수(우투우타),183cm,88kg,0,0
2792,76158,최승준_1988년 01월 11일,내야수(우투우타),188cm,88kg,4000만원,06LG
2793,76164,박영주_1987년 08월 26일,투수(우투우타),186cm,91kg,0,0
2794,76165,김영롱_1988년 02월 10일,투수(좌투좌타),192cm,92kg,0,0
2795,76168,민경재_1983년 04월 14일,투수(우투우타),181cm,79kg,0,0
2796,76169,김회권_1986년 04월 10일,투수(우언우타),177cm,76kg,0,0
2797,76199,카라이어_1977년 12월 21일,투수(우투좌타),188cm,93kg,0,0
2798,76220,홍병오_1985년 03월 08일,투수(우투우타),178cm,76kg,0,0
2799,76225,김건국_1988년 02월 02일,투수(우투우타),179cm,85kg,5400만원,06두산
2800,76231,이승엽_1982년 11월 28일,내야수(우투좌타),184cm,90kg,0,0
2801,76232,양의지_1987년 06월 05일,포수(우투우타),179cm,85kg,200000만원,06두산
2802,76234,유상우_1987년 10월 15일,내야수(우투우타),175cm,70kg,0,0
2803,76235,박진원_1987년 03월 17일,외야수(좌투좌타),178cm,70kg,0,0
2804,76240,정재훈_1981년 05월 06일,투수(우투우타),180cm,80kg,0,0
2805,76249,민병헌_1987년 03월 10일,외야수(우투우타),178cm,87kg,125000만원,06두산
2806,76253,송영찬_1988년 02월 03일,내야수(우투좌타),175cm,77kg,0,0
2807,76257,박성남_1987년 12월 20일,투수(우투우타),185cm,89kg,0,0
2808,76262,원용묵_1986년 06월 25일,투수(좌투좌타),187cm,96kg,0,06두산
2809,76267,최주환_1988년 02월 28일,내야수(우투좌타),178cm,73kg,27000만원,06두산
2810,76290,김현수_1988년 01월 12일,외야수(우투좌타),188cm,100kg,130000만원,06두산
2811,76291,송승민_1983년 05월 08일,내야수(우투우타),179cm,83kg,0,0
2812,76304,신현철_1987년 11월 02일,내야수(우투우타),179cm,81kg,0,06현대
2813,76313,황재균_1987년 07월 28일,내야수(우투우타),183cm,96kg,120000만원,06현대
2814,76322,유선정_1986년 08월 21일,포수(우투우타),178cm,88kg,0,06현대
2815,76325,강정호_1987년 04월 05일,내야수(우투우타),183cm,96kg,0,06현대
2816,76329,이현승_1983년 10월 11일,투수(좌투좌타),179cm,87kg,40000만원,06현대
2817,76338,장태종_1983년 03월 08일,투수(우투우타),183cm,88kg,0,08넥센
2818,76349,김기식_1982년 01월 10일,투수(우언우타),188cm,92kg,0,0
2819,76350,김세현_1987년 08월 07일,투수(우투우타),188cm,104kg,12000만원,06현대
2820,76355,장원삼_1983년 06월 09일,투수(좌투좌타),181cm,81kg,3000만원,06현대
2821,76357,조용훈_1987년 10월 29일,투수(우언좌타),184cm,79kg,0,06현대
2822,76360,조순권_1983년 10월 28일,투수(우투우타),175cm,87kg,0,0
2823,76363,김동진_1986년 04월 22일,투수(우투우타),190cm,89kg,0,0
2824,76368,유재신_1987년 11월 21일,외야수(우투우타),179cm,74kg,4700만원,06현대
2825,76393,박민주_1987년 07월 23일,투수(우언우타),188cm,100kg,0,07현대
2826,76400,고관성_1987년 08월 23일,투수(좌투좌타),182cm,82kg,0,0
2827,76404,황선일_1987년 02월 17일,외야수(좌투좌타),187cm,90kg,0,06LG
2828,76410,세라노_1976년 05월 09일,투수(우투우타),178cm,83kg,0,0
2829,76418,정홍준_1983년 05월 25일,투수(우투우타),184cm,94kg,0,0
2830,76429,브라운_1977년 03월 31일,투수(우투우타),188cm,91kg,0,0
2831,76430,김상수_1988년 01월 02일,투수(우투우타),180cm,88kg,30000만원,06삼성
2832,76435,이여상_1984년 02월 01일,내야수(우투우타),183cm,85kg,0,07삼성
2833,76443,현철민_1987년 04월 23일,(우투우타),177cm,90kg,0,08KIA
2834,76446,박세웅_1982년 08월 05일,내야수(우투우타),175cm,75kg,0,0
2835,76449,서남석_1986년 04월 08일,투수(좌투좌타),180cm,75kg,0,0
2836,76453,장준환_1987년 05월 21일,외야수(우투우타),181cm,77kg,0,0
2837,76454,김효남_1983년 03월 26일,투수(우투우타),183cm,95kg,0,06삼성
2838,76455,차우찬_1987년 05월 31일,투수(좌투좌타),185cm,80kg,100000만원,06삼성
2839,76456,박정현_1982년 08월 09일,내야수(우투우타),175cm,75kg,0,0
2840,76457,김현준_1983년 01월 10일,투수(우투우타),183cm,77kg,0,0
2841,76459,양영동_1983년 07월 16일,(좌투좌타),173cm,70kg,0,08경찰
2842,76460,이상민_1983년 09월 05일,투수(좌투좌타),180cm,86kg,0,0
2843,76461,김기태_1987년 05월 11일,투수(우투우타),183cm,96kg,0,06삼성
2844,76467,강희성_1980년 10월 12일,투수(우투우타),183cm,91kg,0,0
2845,76469,모상기_1987년 01월 03일,내야수(우투우타),192cm,102kg,0,06삼성
2846,76509,김문호_1987년 06월 22일,외야수(좌투좌타),185cm,102kg,5000만원,06롯데
2847,76512,마이로우_1976년 09월 04일,외야수(우투좌타),178cm,90kg,0,0
2848,76515,홍유택_1983년 07월 16일,내야수(우투좌타),172cm,80kg,0,0
2849,76522,서준호_1987년 12월 04일,외야수(우투우타),179cm,70kg,0,0
2850,76525,존갈_1978년 04월 02일,외야수(우투우타),182cm,85kg,0,0
2851,76529,나승현_1987년 04월 06일,투수(우언우타),178cm,90kg,0,06롯데
2852,76531,김용강_0,외야수(우투우타),188cm,82kg,0,0
2853,76536,손용석_1987년 04월 13일,(우투우타),176cm,95kg,0,06롯데
2854,76540,배장호_1987년 06월 25일,투수(우언우타),188cm,99kg,2700만원,06롯데
2855,76550,김유신_1986년 05월 01일,투수(좌투좌타),190cm,90kg,0,0
2856,76553,이승재_1983년 06월 09일,(우투우타),182cm,88kg,0,06롯데
2857,76556,추경식_1983년 11월 19일,내야수(우투좌타),177cm,80kg,0,10SK
2858,76562,황동채_1983년 07월 04일,외야수(우투우타),180cm,73kg,0,06롯데
2859,76563,이진혁_1983년 03월 20일,내야수(우투좌타),180cm,78kg,0,0
2860,76564,박상흠_1986년 08월 13일,투수(우투우타),185cm,88kg,0,0
2861,76567,김정환_1984년 01월 21일,투수(우투우타),182cm,84kg,0,0
2862,76573,야나기타_0,(),179cm,77kg,0,0
2863,76604,황연선_1983년 04월 24일,내야수(우투우타),183cm,82kg,0,0
2864,76610,한기주_1987년 04월 29일,투수(우투우타),186cm,95kg,0,06KIA
2865,76632,서브넥_1976년 08월 21일,내야수(우투우타),178cm,80kg,0,0
2866,76633,스캇_1975년 05월 17일,내야수(우투우타),193cm,90kg,0,0
2867,76638,박정규_1983년 04월 17일,투수(좌언좌타),175cm,80kg,0,0
2868,76639,손영민_1987년 04월 28일,투수(우언우타),184cm,105kg,0,06KIA
2869,76650,진해수_1986년 06월 26일,투수(좌투좌타),187cm,85kg,25000만원,06KIA
2870,76653,박경태_1987년 09월 02일,투수(좌투좌타),185cm,99kg,0,06KIA
2871,76656,류은재_1983년 12월 13일,외야수(우투우타),181cm,87kg,0,06KIA
2872,76658,김요한_1982년 04월 17일,투수(우언우타),184cm,88kg,0,0
2873,76664,이성준_1983년 08월 26일,외야수(우투우타),178cm,75kg,0,0
2874,76667,김준무_1987년 07월 28일,내야수(우투좌타),182cm,80kg,0,0
2875,76669,변강득_1987년 05월 29일,투수(우투우타),180cm,87kg,0,06KIA
2876,76704,김성환_1982년 05월 28일,내야수(우투좌타),184cm,90kg,0,0
2877,76715,류현진_1987년 03월 25일,투수(좌투우타),187cm,98kg,0,0
2878,76720,정범모_1987년 03월 26일,포수(우투우타),184cm,94kg,5500만원,06한화
2879,76729,김경선_1983년 08월 20일,투수(우투우타),182cm,74kg,0,0
2880,76739,최주녕_1983년 07월 18일,내야수(우투우타),181cm,80kg,0,0
2881,76742,임기범_1987년 08월 03일,포수(우투우타),187cm,88kg,0,0
2882,76743,연경흠_1983년 09월 14일,외야수(좌투좌타),176cm,78kg,0,06한화
2883,76746,김태완_1984년 01월 27일,(우투우타),189cm,105kg,0,06한화
2884,76749,임재청_1984년 02월 21일,투수(좌투좌타),183cm,84kg,0,0
2885,76753,송광민_1983년 06월 24일,내야수(우투우타),184cm,90kg,25000만원,06한화
2886,76756,장병탁_1983년 09월 05일,투수(우투우타),185cm,83kg,0,0
2887,76757,유원상_1986년 06월 17일,투수(우투우타),187cm,93kg,4000만원,06한화
2888,76758,안영진_1983년 09월 03일,투수(우투우타),183cm,80kg,0,0
2889,76759,양승진_1987년 04월 19일,투수(좌투좌타),183cm,80kg,0,06한화
2890,76763,신해수_1987년 11월 30일,투수(우투우타),187cm,78kg,0,0
2891,76802,김성현_1987년 03월 09일,내야수(우투우타),172cm,72kg,21000만원,06SK
2892,76810,시오타니_1974년 05월 27일,내야수(우투우타),183cm,84kg,0,0
2893,76812,이재원_1988년 02월 24일,포수(우투우타),185cm,98kg,130000만원,06SK
2894,76822,이한진_1983년 12월 20일,(우언우타),191cm,95kg,0,06SK
2895,76829,김성훈_1987년 05월 08일,투수(우투우타),183cm,92kg,0,0
2896,76833,김남영_1987년 12월 26일,외야수(우투좌타),178cm,78kg,0,0
2897,76836,피커링_1976년 09월 29일,내야수(좌투좌타),198cm,125kg,0,0
2898,76849,이명기_1987년 12월 26일,외야수(좌투좌타),183cm,87kg,24000만원,06SK
2899,76854,홍명찬_1987년 01월 19일,내야수(우투좌타),187cm,90kg,0,06SK
2900,76858,박희수_1983년 07월 13일,투수(좌투좌타),184cm,88kg,12000만원,06SK
2901,76860,이장환_1984년 03월 02일,투수(우투우타),184cm,84kg,0,0
2902,76863,김용태_1988년 01월 27일,투수(우투우타),182cm,80kg,0,0
2903,76864,조용섭_1986년 02월 28일,투수(우투우타),183cm,85kg,0,0
2904,76868,김용섭_1983년 01월 18일,외야수(우투우타),183cm,82kg,0,08경찰
2905,76869,김재현_1987년 11월 07일,외야수(우투양타),175cm,72kg,5600만원,06SK
2906,76955,남궁훈_1984년 01월 09일,투수(우투우타),cm,kg,0,0
2907,77104,박용근_1984년 01월 21일,(우투우타),172cm,76kg,0,07LG
2908,77126,최유건_1988년 08월 02일,투수(우투우타),195cm,91kg,0,0
2909,77129,김유선_1988년 12월 01일,투수(좌투좌타),188cm,82kg,0,0
2910,77143,김태식_1988년 03월 01일,투수(우투우타),183cm,97kg,0,0
2911,77147,봉중근_1980년 07월 15일,투수(좌투좌타),190cm,98kg,0,97애틀란타
2912,77154,이승우_1988년 12월 08일,투수(좌투좌타),183cm,83kg,0,07LG
2913,77156,김준호_1984년 03월 03일,외야수(우투우타),185cm,88kg,0,0
2914,77157,발데스_1973년 06월 29일,외야수(좌투좌타),185cm,85kg,0,0
2915,77166,윤성길_1984년 09월 29일,투수(우투우타),183cm,83kg,0,0
2916,77199,옥스프링_1977년 05월 13일,(우투좌타),183cm,90kg,0,07LG
2917,77211,이용찬_1989년 01월 02일,투수(우투우타),185cm,85kg,42000만원,07두산
2918,77229,이원재_1988년 12월 01일,투수(우투우타),187cm,81kg,0,07두산
2919,77242,이두환_1988년 03월 16일,내야수(우투우타),185cm,105kg,0,0
2920,77243,허도환_1984년 07월 31일,포수(우투우타),176cm,87kg,6500만원,07두산
2921,77248,오재원_1985년 02월 09일,내야수(우투좌타),185cm,75kg,30000만원,07두산
2922,77251,임태훈_1988년 09월 28일,투수(우투우타),182cm,83kg,0,07두산
2923,77253,이용호_1988년 05월 07일,투수(우투우타),181cm,76kg,0,07두산
2924,77256,조영민_1985년 10월 31일,투수(우투우타),178cm,77kg,0,0
2925,77257,이승학_1979년 06월 02일,(우투우타),195cm,115kg,0,0
2926,77263,김강률_1988년 08월 28일,투수(우투우타),187cm,95kg,15000만원,07두산
2927,77264,권영준_1988년 04월 24일,내야수(우투우타),185cm,80kg,0,0
2928,77268,이정민_1988년 08월 25일,내야수(우투우타),186cm,83kg,0,0
2929,77314,김남형_1988년 05월 08일,(우투우타),177cm,75kg,0,07현대
2930,77318,장시환_1987년 11월 01일,투수(우투우타),184cm,93kg,11000만원,07현대
2931,77326,임태준_1988년 04월 23일,포수(우투우타),178cm,90kg,0,07현대
2932,77412,곽동현_1984년 03월 17일,포수(우투우타),183cm,95kg,0,0
2933,77423,김상준_1988년 09월 16일,외야수(우투좌타),168cm,61kg,0,0
2934,77443,매존_1976년 07월 26일,투수(좌투좌타),194cm,94kg,0,0
2935,77444,윌슨_1976년 08월 06일,투수(우투우타),193cm,99kg,0,0
2936,77446,백정현_1987년 07월 13일,투수(좌투좌타),184cm,80kg,28000만원,07삼성
2937,77452,이동걸_1983년 08월 12일,투수(우투우타),185cm,95kg,0,07삼성
2938,77454,김종호_1984년 05월 31일,외야수(좌투좌타),183cm,82kg,0,07삼성
