,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
66067,카사야,67,,투수(),cm/kg,,,,,
66068,서의태,54,1997년 09월 05일,투수(좌투좌타),194cm/115kg,묵동초(남양주리틀)-청량중-경기고-KT-넥센,,,16 KT 2차 3라운드 21순위,16KT
66069,장현우,46,1993년 05월 14일,투수(우투우타),190cm/98kg,청원초-선린중-선린인터넷고-홍익대,5000만원,2700만원,16 KT 2차 6라운드 60순위,20KT
66088,한지빈,88,1988년 03월 02일,(우투우타),173cm/78kg,광명고-동신대,,,,
66094,양효석,94,1991년 06월 29일,외야수(우투우타),184cm/90kg,백마초-홍은중-덕수고-홍익대,,,14 KT 2차 10라운드 96순위,
66098,김도영,98,1993년 01월 26일,투수(우투우타),190cm/103kg,중앙초-대천중-개성고-동아대,,,16 KT 2차 7라운드 61순위,17KT
66103,천원석,111,1997년 02월 22일,투수(좌투좌타),184cm/83kg,양정초-사직중-제주고-경찰,7000만원,2700만원,16 LG 2차 5라운드 47순위,18경찰
66108,홍창기,51,1993년 11월 21일,외야수(우투좌타),189cm/94kg,대일초-매송중-안산공고-건국대-LG-경찰,8000만원,3800만원,16 LG 2차 3라운드 27순위,16LG
66109,이동규,117,1997년 05월 08일,내야수(우투좌타),180cm/87kg,서울학동초-홍은중-성남고,6000만원,2700만원,16 LG 2차 6라운드 54순위,
66111,양효준,111,1996년 08월 09일,투수(우투우타),180cm/72kg,일산문화초(일산서구리틀)-충암중-충암고,,,16 LG 2차 8라운드 74순위,
66112,김기연,,1997년 09월 07일,포수(우투우타),178cm/95kg,광주수창초-진흥중-진흥고,,,16 LG 2차 4라운드 34순위,17LG
66113,김호은,34,1992년 01월 03일,내야수(우투좌타),181cm/87kg,대구옥산초-경상중-대구고-연세대,5000만원,2700만원,16 LG 2차 7라운드 67순위,20LG
66114,김태영,116,1997년 07월 04일,내야수(우투우타),185cm/82kg,전북초-전라중-군산상고,,,16 LG 2차 9라운드 87순위,
66115,이정윤,115,1991년 03월 14일,외야수(우투좌타),182cm/83kg,부산금강초(마린스리틀)-개성중-경남고-고려대,,,16 LG 2차 10라운드 94순위,
66138,허프,38,1984년 08월 22일,투수(좌투좌타),183cm/88kg,미국 UCLA(대),,,16 LG 자유선발,16LG
66145,김대현,45,1997년 03월 08일,투수(우투우타),188cm/100kg,홍연초(마포구리틀)-홍은중-선린인터넷고,27000만원,12000만원,16 LG 1차,16LG
66154,코프랜드,54,1987년 12월 15일,투수(우투우타),192cm/99kg,미국 서던 미시시피대,,,16 LG 자유선발,16LG
66160,유재유,,1997년 03월 03일,투수(우투우타),181cm/86kg,갈산초-양천중-충암고-LG,,,16 LG 2차 1라운드 7순위,16LG
66162,김주성,62,1998년 01월 30일,내야수(우투우타),180cm/81kg,수원신곡초-덕수중-휘문고,,,16 LG 2차 2라운드 14순위,16LG
66200,구강현,91,1985년 04월 02일,(우투우타),182cm/82kg,감천초-대동중-부산고-송원대,,,,16두산코치
66201,고봉재,113,1993년 05월 14일,투수(우언우타),185cm/86kg,감천초-대동중-경남고-호원대,8000만원,3300만원,16 두산 2차 3라운드 25순위,16두산
66202,신창희,96,1996년 04월 10일,포수(우투우타),187cm/96kg,개신초(청주상당구리틀)-청주중-대구고,,,16 두산 2차 7라운드 65순위,
66203,서예일,6,1993년 06월 19일,내야수(우투우타),178cm/83kg,동천초-경주중-성남고-동국대-두산-경찰,6000만원,3200만원,16 두산 2차 6라운드 56순위,16두산
66204,이태민,05,1997년 07월 27일,투수(우투우타),188cm/93kg,염강초-양천중-선린인터넷고,,,16 두산 육성선수,
66205,구자욱,,1981년 06월 01일,(),177cm/95kg,내성초-영월중-영월고-한림대,,,,16두산코치
66206,오석,06,1993년 09월 16일,투수(우투우타),180cm/80kg,영랑초-배명중-경기고-연세대,,,16 두산 2차 10라운드 96순위,
66207,황경태,,1996년 08월 17일,내야수(우투우타),181cm/77kg,대구옥산초-경운중-대구상원고,,,16 두산 2차 2라운드 16순위,16두산
66208,정덕현,94,1998년 01월 05일,투수(좌투좌타),175cm/82kg,소양초-춘천중-강릉고,,,16 두산 2차 5라운드 45순위,
66209,조수행,51,1993년 08월 30일,외야수(우투좌타),178cm/73kg,노암초-경포중-강릉고-건국대-두산-상무,14000만원,4500만원,16 두산 2차 1라운드 5순위,16두산
66210,후지오,,1986년 03월 19일,(),176cm/74kg,일본 고쿠시칸대,,,,16두산코치
66211,김관일,04,1994년 01월 04일,내야수(우투우타),172cm/78kg,영일초-성남중-청원고-홍익대,,,16 두산 육성선수,
66212,이찬기,04,1993년 05월 16일,외야수(우투좌타),177cm/76kg,면북초(남양주리틀)-휘문중-서울고-인하대,,,16 두산 2차 9라운드 85순위,
66226,보우덴,26,1986년 09월 09일,투수(우투우타),190cm/101kg,미국 Waubonsie Valley(고),,,16 두산 자유선발,16두산
66233,홍성호,97,1997년 07월 15일,외야수(우투좌타),187cm/98kg,인헌초-선린중-선린인터넷고,,,16 두산 2차 4라운드 36순위,16두산
66243,양구열,58,1994년 03월 12일,내야수(우투우타),183cm/92kg,광주서림초-충장중-진흥고-중앙대,,,16 두산 2차 8라운드 76순위,16두산
66244,에반스,44,1986년 01월 30일,내야수(우투우타),187cm/105kg,미국 St. Mary`s(고),,,16 두산 자유선발,16두산
66291,이영하,50,1997년 11월 01일,투수(우투우타),192cm/91kg,서울영일초-강남중-선린인터넷고,35000만원,27000만원,16 두산 1차,17두산
66300,김응수,67,1997년 08월 01일,투수(우투우타),190cm/96kg,수유초-영남중-신일고,,,16 넥센 2차 9라운드 89순위,
66301,최민섭,01,1996년 04월 06일,투수(우투좌타),180cm/75kg,소래초-재능중-동산고,,,16 넥센 2차 3라운드 29순위,
66302,채상현,92,1993년 04월 14일,외야수(우투좌타),180cm/83kg,성동초-홍은중-장충고-인하대,,,16 넥센 2차 8라운드 72순위,17넥센
66303,김태완,102,1993년 02월 03일,포수(우투우타),185cm/93kg,삼신초-부산중-개성고-경남대,,,16 넥센 육성선수,
66304,김진건,104,1993년 08월 03일,투수(좌투좌타),184cm/93kg,온양온천초(서초리틀)-온양중-공주고-홍익대,,,16 넥센 육성선수,
66305,박승주,96,1994년 02월 12일,투수(우투우타),179cm/90kg,화계초(자이언츠리틀)-언북중-경기고-동국대-넥센,,2700만원,16 넥센 육성선수,17넥센
66306,대니돈,6,1984년 07월 20일,외야수(좌투좌타),188cm/90kg,미국 Diamond Bar(고)-미국 California st. of Fullerton(대),,,16 넥센 자유선발,16넥센
66307,박근만,107,1989년 04월 20일,투수(우투우타),183cm/107kg,연재초(마린스리틀)-니시이쿠타중-사쿠신고-큐슈산업대,,,16 넥센 육성선수,
66308,배근용,108,1996년 06월 29일,투수(우투우타),181cm/88kg,서화초-상인천중-제물포고,,,16 넥센 육성선수,
66309,김홍빈,49,1996년 09월 16일,투수(우언우타),182cm/78kg,광주서림초-광주동성중-광주동성고,,,16 넥센 육성선수,17넥센
66311,안준모,63,1997년 10월 23일,내야수(우투좌타),185cm/92kg,고골초(하남시리틀)-배재중-선린인터넷고,,,16 넥센 2차 10라운드 92순위,
66312,이동건,04,1993년 09월 23일,포수(우투좌타),171cm/84kg,광주대성초-광주진흥중-광주제일고-인하대,,,16 넥센 육성선수,
66313,박경택,07,1993년 09월 23일,내야수(우투우타),178cm/82kg,관산초-이수중-서울고-동국대,,,16 넥센 육성선수,
66323,코엘로,23,1984년 11월 23일,투수(우투우타),195cm/115kg,미국 레이크 리지온고-미국 오카루사 왈튼대,,,16 넥센 자유선발,16넥센
66324,맥그레거,23,1986년 12월 19일,투수(우투우타),193cm/90kg,미국 라코타 이스트고-미국 멤피스대,,,16 넥센 자유선발,16넥센
66354,주효상,22,1997년 11월 11일,포수(우투좌타),182cm/85kg,역북초-강남중-서울고-넥센,20000만원,4000만원,16 넥센 1차,16넥센
66357,안현석,54,1997년 03월 31일,투수(우투좌타),184cm/86kg,삼송초-홍은중-성남고,,,16 넥센 2차 1라운드 9순위,16넥센
66359,유재훈,59,1997년 12월 18일,투수(우투좌타),178cm/78kg,오정초(부천원미구리틀)-부천중-부천고,,,16 넥센 2차 5라운드 49순위,16넥센
66367,안정훈,67,1997년 05월 15일,투수(우투우타),186cm/75kg,서흥초-재능중-동산고,,,16 넥센 2차 2라운드 12순위,16넥센
66382,도나치,82,1984년 03월 03일,(우투우타),185cm/97kg,미국 팀버 크릭고,,,,
66390,스펜서,90,1972년 02월 20일,(우투우타),180cm/95kg,미국 Granito Hills(고),,,,16넥센코치
66392,김종덕,12,1993년 05월 12일,포수(우투우타),172cm/83kg,칠성초-경복중-대구상원고-연세대-넥센,,,16 넥센 육성선수,18넥센
66393,조민성,103,1994년 03월 17일,외야수(좌투좌타),177cm/97kg,송정동초-충장중-진흥고-원광대,,,16 넥센 육성선수,
66397,김성현,5,1996년 10월 24일,내야수(우투우타),180cm/85kg,양덕초-마산동중-용마고,,,16 넥센 2차 7라운드 69순위,16넥센
66398,이찬석,30,1997년 04월 17일,투수(우투우타),185cm/80kg,조원초(수원권선구리틀)-온양중-공주고-넥센,6000만원,2700만원,16 넥센 2차 6라운드 52순위,16넥센
66399,김성택,58,1997년 09월 13일,투수(좌투좌타),185cm/95kg,신곡초-매송중-덕수고,,,16 넥센 2차 4라운드 32순위,16넥센
66402,웹스터,2,1990년 02월 10일,투수(우투우타),188cm/86kg,미국 맥마이클고,,,16 삼성 자유선발,16삼성
66403,최승민,103,1991년 01월 07일,내야수(우투좌타),181cm/80kg,언북초-언북중-경동고-영남대,,,16 삼성 2차 10라운드 91순위,
66405,전승현,105,1996년 09월 16일,내야수(우투우타),174cm/88kg,양전초(강남리틀)-휘문중-야탑고,,,16 삼성 육성선수,
66406,안주형,63,1993년 08월 14일,내야수(우투좌타),176cm/68kg,부산중앙초-부산중-부경고-영남대,,3300만원,16 삼성 육성선수,17삼성
66409,이성규,6,1993년 08월 03일,내야수(우투우타),178cm/82kg,광주대성초-광주동성중-광주동성고-인하대-삼성-경찰,8000만원,4300만원,16 삼성 2차 4라운드 31순위,16삼성
66410,김결의,122,1994년 01월 03일,포수(우투우타),179cm/90kg,노암초-경포중-강릉고-성균관대,3000만원,2800만원,16 삼성 2차 9라운드 90순위,
66412,안창하,112,1992년 08월 22일,투수(우투우타),184cm/95kg,영일초-덕수중-충암고-건국대,,,16 삼성 육성선수,
66422,김영덕,122,1993년 04월 15일,외야수(우투우타),180cm/90kg,대구도산초-구미중-포항제철고-영남대,,,16 삼성 육성선수,
66423,플란데,2,1986년 01월 27일,투수(좌투좌타),189cm/90kg,도미니카,,,16 삼성 자유선발,16삼성
66440,벨레스터,40,1986년 06월 06일,투수(우투우타),196cm/88kg,미국 헌팅턴비치고,,,16 삼성 자유선발,16삼성
66444,이케빈,97,1992년 02월 13일,투수(우투우타),184cm/90kg,Roberge(초)-Holdrum(중)-Pascack Valley(고)-Ramapo(대)-삼성,,,16 삼성 2차 2라운드 11순위,16삼성
66446,레온,46,1988년 09월 06일,투수(우투우타),183cm/90kg,멕시코 살바도르 알렌데고,,,16 삼성 자유선발,16삼성
66451,최충연,51,1997년 03월 05일,투수(우투우타),190cm/85kg,대구수창초-대구중-경북고,28000만원,9000만원,16 삼성 1차,16삼성
66452,발디리스,52,1983년 01월 05일,내야수(우투우타),185cm/90kg,베네수엘라 살레시아노스 돈 보스코고,,,16 삼성 자유선발,16삼성
66462,김성훈,4,1993년 10월 27일,내야수(우투좌타),172cm/68kg,길동초-건대부중-청원고-서울문화예술대-삼성,6000만원,7000만원,16 삼성 2차 6라운드 51순위,16삼성
66464,남기효,130,1996년 06월 19일,투수(우투우타),176cm/100kg,소호초-여수중-광주동성고,,,16 삼성 2차 7라운드 70순위,
66469,황선도,37,1997년 08월 28일,외야수(우투우타),184cm/85kg,대전신흥초-한밭중-대전고,,,16 삼성 2차 5라운드 50순위,16삼성
66492,김승현,99,1992년 07월 09일,투수(우투우타),180cm/115kg,노암초-경포중-강릉고-건국대-삼성-상무,13000만원,5500만원,16 삼성 2차 1라운드 10순위,16삼성
66493,임대한,28,1993년 08월 13일,투수(우투좌타),178cm/85kg,고명초-건대부중-청원고-송원대-삼성-경찰,9000만원,4000만원,16 삼성 2차 3라운드 30순위,16삼성
66495,이윤효,72,1970년 05월 09일,(우투우타),172cm/74kg,남도초-경복중-대구상고-미래대,,,,16삼성코치
66496,최주엽,129,1996년 04월 19일,투수(우투우타),183cm/82kg,남도초-경상중-대구고,,,16 삼성 2차 8라운드 71순위,
66501,이준형,104,1993년 01월 30일,외야수(우투우타),181cm/85kg,동천초-경주중-대구고-고려대,,,16 롯데 육성선수,
66504,이찬건,12,1996년 05월 14일,내야수(우투좌타),177cm/73kg,율하초-경복중-대구상원고,,,16 롯데 2차 6라운드 57순위,16롯데
66508,나경민,82,1991년 12월 12일,(좌투좌타),177cm/80kg,둔촌초-잠신중-덕수고-롯데,,,16 롯데 2차 3라운드 24순위,09시카고컵스
66512,이진영,112,1992년 10월 02일,포수(우투좌타),177cm/80kg,양재초-대치중-배명고-송원대,,,16 롯데 육성선수,
66517,이예찬,107,1997년 11월 23일,내야수(우투우타),186cm/85kg,상진초-대동중-개성고,,,16 롯데 육성선수,
66518,최승훈,00,1996년 09월 16일,내야수(좌투좌타),176cm/93kg,광주화정초-무등중-광주제일고,,,16 롯데 육성선수,
66523,맥스웰,23,1983년 11월 06일,외야수(우투우타),192cm/102kg,미국 매릴랜드대,,,16 롯데 자유선발,16롯데
66556,박종무,30,1997년 07월 12일,투수(우투우타),188cm/85kg,용마초(마산리틀)-창원신월중-부산고,11000만원,2700만원,16 롯데 1차,16롯데
66557,한승혁,29,1996년 05월 20일,투수(좌투좌타),189cm/83kg,순천남산초-순천금당중-효천고-롯데-경찰,14000만원,2700만원,16 롯데 2차 1라운드 4순위,16롯데
66558,임지유,59,1997년 12월 03일,투수(좌투좌타),186cm/107kg,상인천초-소래중-소래고,,,16 롯데 2차 8라운드 77순위,18롯데
66563,김영일,61,1993년 04월 21일,투수(우투우타),185cm/81kg,청원초-배명중-배명고-원광대,,,16 롯데 2차 2라운드 17순위,16롯데
66564,정종진,04,1996년 03월 21일,투수(좌투좌타),195cm/99kg,현암초-한밭중-세광고,,,16 롯데 2차 10라운드 97순위,
66565,김성재,65,1993년 12월 23일,투수(좌투좌타),182cm/90kg,관산초-부천중-안산공고-원광대,,,16 롯데 2차 5라운드 44순위,16롯데
66568,안준영,68,1993년 11월 30일,투수(우투우타),182cm/83kg,역삼초-대치중-청원고-송원대,,,16 롯데 2차 7라운드 64순위,
66569,김남길,01,1997년 09월 23일,투수(좌투좌타),190cm/97kg,역북초-매송중-북일고,7000만원,2700만원,16 롯데 2차 4라운드 37순위,16롯데
66598,조준영,07,1996년 12월 18일,외야수(좌투좌타),185cm/86kg,부산수영초-부산중-경남고,,,16 롯데 2차 9라운드 84순위,
66606,최원준,1,1997년 03월 23일,내야수(우투좌타),178cm/85kg,연현초-서울경원중-서울고,15000만원,7000만원,16 KIA 2차 1라운드 3순위,16KIA
66609,전상현,51,1996년 04월 18일,투수(우투우타),182cm/84kg,남도초-경복중-대구상원고-KIA-상무,7000만원,7600만원,16 KIA 2차 4라운드 38순위,16KIA
66614,김규성,14,1997년 03월 08일,내야수(우투좌타),183cm/73kg,갈산초-선린중-선린인터넷고,4000만원,2900만원,16 KIA 2차 7라운드 63순위,17KIA
66615,류승현,64,1997년 07월 01일,내야수(우투좌타),171cm/84kg,송정동초-무등중-광주제일고-KIA-상무,3000만원,3600만원,16 KIA 2차 10라운드 98순위,17KIA
66617,김기웅,017,1993년 02월 08일,투수(우투우타),193cm/108kg,와동초-언북중-선린인터넷고-고려대,,,16 KIA 육성선수,
66618,문성우,018,1993년 07월 07일,투수(좌투좌타),180cm/80kg,희망대초-성일중-야탑고-인하대,,,16 KIA 육성선수,
66621,최재원,021,1993년 04월 10일,포수(우투우타),174cm/84kg,서림초-충장중-화순고-동국대,,,16 KIA 육성선수,
66623,권유식,023,1993년 04월 21일,포수(우투우타),175cm/89kg,양덕초-마산중-마산고-동의대,,,16 KIA 육성선수,
66624,조재형,024,1993년 09월 10일,내야수(우투좌타),173cm/75kg,강남초-자양중-경기고-고려대,,,16 KIA 육성선수,
